File Name,District,Health Center,Drug Name,Date,Transaction Type,Transacting Party,Receipt,Issuance,Adjustment,Stock Balance,Notes,Units,Balanced?,Was
Nkolemfumu RHC 27.07.09 Artemether.Lumefantrine 24s,Kasama,Nkolemfumu (Kasama),Coartem 24,5/3/09,Physical Count,,,,,0,,,,0
Nkolemfumu RHC 27.07.09 Artemether.Lumefantrine 24s,Kasama,Nkolemfumu (Kasama),Coartem 24,6/30/09,Physical Count,,,,,0,,,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefantrine 12s,Kasama,Nkolemfumu (Kasama),Coartem 12,5/5/09,Physical Count,,,,,60,,,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefantrine 12s,Kasama,Nkolemfumu (Kasama),Coartem 12,5/31/09,Physical Count,,,,,60,,,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefantrine 12s,Kasama,Nkolemfumu (Kasama),Coartem 12,6/30/09,Receipt,,60,,,120,,,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefantrine 12s,Kasama,Nkolemfumu (Kasama),Coartem 12,6/30/09,Physical Count,,,,,120,,,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefantrine 12s,Kasama,Nkolemfumu (Kasama),Coartem 12,7/10/09,Issuance,,,30,,90,,,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefartemether 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,10/31/08,Physical Count,,,,,1,,Boxes,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefartemether 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,11/30/08,Physical Count,,,,,1,,Boxes,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefartemether 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,12/3/08,Issuance,,,1,,0,,Boxes,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefartemether 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,12/5/08,Receipt,,1,,,1,,Boxes,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefartemether 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,12/31/08,Physical Count,,,,,1,,Boxes,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefartemether 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,1/31/09,Physical Count,,,,,1,,Boxes,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefartemether 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,2/20/09,Issuance,,,1,,0,,Boxes,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefartemether 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,2/28/09,Physical Count,,,,,0,,Boxes,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefartemether 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,3/12/09,Receipt,,3,,,3,,Boxes,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefartemether 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,3/23/09,Issuance,,,1,,2,,Boxes,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefartemether 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,3/31/09,Physical Count,,,,,2,,Boxes,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefartemether 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,4/3/09,Issuance,,,1,,1,,Boxes,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefartemether 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,4/30/09,Physical Count,,,,,1,,Boxes,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefartemether 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,5/5/09,Physical Count,,,,,1,,Boxes,,0
Nkolemfumu RHC 27.07.09.Artemether.Lumefartemether 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,5/10/09,Issuance,,,1,,0,,Boxes,,0
Nkolemfumu RHC.27.07.09 Artemether.Lumefantrine 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,5/5/09,Physical Count,,,,,30,,Doses,,0
Nkolemfumu RHC.27.07.09 Artemether.Lumefantrine 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,5/10/09,Issuance,,,30,,0,,Doses,,0
Nkolemfumu RHC.27.07.09 Artemether.Lumefantrine 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,5/31/09,Physical Count,,,,,0,,Doses,,0
Nkolemfumu RHC.27.07.09 Artemether.Lumefantrine 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,6/30/09,Receipt,,30,,,30,,Doses,,0
Nkolemfumu RHC.27.07.09 Artemether.Lumefantrine 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,6/30/09,Physical Count,,,,,30,,Doses,,0
Nkolemfumu RHC.27.07.09 Artemether.Lumefantrine 6s,Kasama,Nkolemfumu (Kasama),Coartem 6,7/10/09,Issuance,,,30,,0,,Doses,,0
Tazara 01.06.09.Artemether.Lumefantrine 6s,Kasama,Tazara (Kasama),Coartem 6,5/14/09,Physical Count,,,,,12,UNREADABLE,,,0
Tazara 01.06.09.Artemether.Lumefantrine 6s,Kasama,Tazara (Kasama),Coartem 6,5/16/09,Issuance,,,1,,11,,,,0
Tazara 01.06.09.Artemether.Lumefantrine 6s,Kasama,Tazara (Kasama),Coartem 6,5/19/09,Issuance,,,1,,10,,,,0
Tazara 01.06.09.Artemether.Lumefantrine 6s,Kasama,Tazara (Kasama),Coartem 6,5/31/09,Adjustment,,,,-7,3,,,,0
Tazara 1.04.09 Artemether.lumefantrine 24s,Kasama,Tazara (Kasama),Coartem 24,5/14/09,Physical Count,,,,,17,,,,0
Tazara 1.04.09 Artemether.lumefantrine 24s,Kasama,Tazara (Kasama),Coartem 24,5/30/09,Physical Count,,,,,16,,,,0
Tazara 1.04.09 Artemether.lumefantrine 24s,Kasama,Tazara (Kasama),Coartem 24,5/31/09,Adjustment,,,,-5,11,,,,0
Tazara HC 01.06.09.Artemether.Lumenfatrine 12s,Kasama,Tazara (Kasama),Coartem 12,5/14/09,Physical Count,,,,,42,,,,0
Tazara HC 01.06.09.Artemether.Lumenfatrine 12s,Kasama,Tazara (Kasama),Coartem 12,5/20/09,Issuance,,,5,,37,,,,0
Tazara HC 01.06.09.Artemether.Lumenfatrine 12s,Kasama,Tazara (Kasama),Coartem 12,5/31/09,Physical Count,,,,,37,,,,0
Tazara hc.01.06.09 Artemether.Lumefantrine.12s,Kasama,Tazara (Kasama),Coartem 12,5/14/09,Physical Count,,,,,42,,,,0
Tazara hc.01.06.09 Artemether.Lumefantrine.12s,Kasama,Tazara (Kasama),Coartem 12,5/20/09,Issuance,,,5,,37,,,,0
Tazara hc.01.06.09 Artemether.Lumefantrine.12s,Kasama,Tazara (Kasama),Coartem 12,5/31/09,Physical Count,,,,,37,,,,0
ZNS 6.06.09 Artemethe.Lumenfantrine 6s,Kasama,Zns Chishimba (Kasama),Coartem 6,3/17/08,Receipt,,1,,,1,UNREADABLE,Doses,,0
ZNS 6.06.09 Artemethe.Lumenfantrine 6s,Kasama,Zns Chishimba (Kasama),Coartem 6,4/18/08,Physical Count,,,,,1,UNREADABLE,Doses,,0
ZNS 6.06.09 Artemethe.Lumenfantrine 6s,Kasama,Zns Chishimba (Kasama),Coartem 6,5/14/08,Issuance,,,1,,0,UNREADABLE,,,0
ZNS 6.06.09 Artemethe.Lumenfantrine 6s,Kasama,Zns Chishimba (Kasama),Coartem 6,9/22/08,Receipt,,2,,,2,UNREADABLE,Doses,,0
ZNS 6.06.09 Artemethe.Lumenfantrine 6s,Kasama,Zns Chishimba (Kasama),Coartem 6,1/22/09,Issuance,,,1,,1,UNREADABLE,Doses,,0
ZNS 6.06.09 Artemethe.Lumenfantrine 6s,Kasama,Zns Chishimba (Kasama),Coartem 6,2/12/09,Issuance,,,1,,0,UNREADABLE,,,0
ZNS 6.06.09 Artemethe.Lumenfantrine 6s,Kasama,Zns Chishimba (Kasama),Coartem 6,3/2/09,Receipt,,3,,,3,UNREADABLE,Doses,,0
ZNS 6.06.09 Artemethe.Lumenfantrine 6s,Kasama,Zns Chishimba (Kasama),Coartem 6,3/19/09,Issuance,,,2,,1,UNREADABLE,Doses,,0
ZNS 6.06.09 Artemethe.Lumenfantrine 6s,Kasama,Zns Chishimba (Kasama),Coartem 6,4/20/09,Physical Count,,,,,1,UNREADABLE,Doses,,0
ZNS 6.06.09 Artemethe.Lumenfantrine 6s,Kasama,Zns Chishimba (Kasama),Coartem 6,5/6/09,Issuance,,,30,,0,,Doses,,0
ZNS 6.06.09 Artemether.Lumefantrine 12s,Kasama,Zns Chishimba (Kasama),Coartem 12,2/10/07,Receipt,,3,,,3,UNREADABLE,Boxes,,0
ZNS 6.06.09 Artemether.Lumefantrine 12s,Kasama,Zns Chishimba (Kasama),Coartem 12,2/12/07,Issuance,,,1,,2,UNREADABLE,Boxes,,0
ZNS 6.06.09 Artemether.Lumefantrine 12s,Kasama,Zns Chishimba (Kasama),Coartem 12,2/20/07,Issuance,,,1,,1,UNREADABLE,Boxes,,0
ZNS 6.06.09 Artemether.Lumefantrine 12s,Kasama,Zns Chishimba (Kasama),Coartem 12,3/20/07,Issuance,,,1,,0,UNREADABLE,Boxes,,0
ZNS 6.06.09 Artemether.Lumefantrine 12s,Kasama,Zns Chishimba (Kasama),Coartem 12,6/12/07,Receipt,,2,,,2,UNREADABLE,Boxes,,0
ZNS 6.06.09 Artemether.Lumefantrine 12s,Kasama,Zns Chishimba (Kasama),Coartem 12,6/12/07,Issuance,,,1,,1,UNREADABLE,Boxes,,0
ZNS 6.06.09 Artemether.Lumefantrine 12s,Kasama,Zns Chishimba (Kasama),Coartem 12,6/25/07,Issuance,,,1,,0,UNREADABLE,Boxes,,0
ZNS 6.06.09 Artemether.Lumentrine.18s,Kasama,Zns Chishimba (Kasama),Coartem 18,11/14/08,Receipt,,1,,,1,,Boxes,,0
ZNS 6.06.09 Artemether.Lumentrine.18s,Kasama,Zns Chishimba (Kasama),Coartem 18,11/14/08,Issuance,,,1,,0,,Boxes,,0
ZNS 6.06.09 Artemether.Lumentrine.18s,Kasama,Zns Chishimba (Kasama),Coartem 18,1/22/09,Receipt,,2,,,2,,Boxes,,0
ZNS 6.06.09 Artemether.Lumentrine.18s,Kasama,Zns Chishimba (Kasama),Coartem 18,2/22/09,Issuance,,,1,,1,UNREADABLE,Boxes,,0
ZNS 6.06.09 Artemether.Lumentrine.18s,Kasama,Zns Chishimba (Kasama),Coartem 18,2/23/09,Issuance,,,1,,0,,Boxes,,0
ZNS 6.6.09 Artemethe.Lumenfantrine 24s,Kasama,Zns Chishimba (Kasama),Coartem 24,1/17/08,Receipt,,1,,,1,UNREADABLE,Boxes,,0
ZNS 6.6.09 Artemethe.Lumenfantrine 24s,Kasama,Zns Chishimba (Kasama),Coartem 24,1/19/08,Physical Count,,,,,1,UNREADABLE,Boxes,,0
ZNS 6.6.09 Artemethe.Lumenfantrine 24s,Kasama,Zns Chishimba (Kasama),Coartem 24,1/31/08,Issuance,,,1,,0,UNREADABLE,Boxes,,0
ZNS 6.6.09 Artemethe.Lumenfantrine 24s,Kasama,Zns Chishimba (Kasama),Coartem 24,2/22/08,Receipt,,2,,,2,UNREADABLE,Boxes,,0
ZNS 6.6.09 Artemethe.Lumenfantrine 24s,Kasama,Zns Chishimba (Kasama),Coartem 24,3/22/08,Issuance,,,1,,1,UNREADABLE,Boxes,,0
ZNS 6.6.09 Artemethe.Lumenfantrine 24s,Kasama,Zns Chishimba (Kasama),Coartem 24,2/12/09,Issuance,,,1,,0,UNREADABLE,Boxes,,0
ZNS 6.6.09 Artemethe.Lumenfantrine 24s,Kasama,Zns Chishimba (Kasama),Coartem 24,3/12/09,Receipt,,4,,,4,UNREADABLE,Boxes,,0
ZNS 6.6.09 Artemethe.Lumenfantrine 24s,Kasama,Zns Chishimba (Kasama),Coartem 24,4/24/09,Issuance,,,1,,3,UNREADABLE,Boxes,,0
ZNS 6.6.09 Artemethe.Lumenfantrine 24s,Kasama,Zns Chishimba (Kasama),Coartem 24,5/18/09,Issuance,,,1,,2,UNREADABLE,Boxes,,0
ZNS 6.6.09 Artemethe.Lumenfantrine 24s,Kasama,Zns Chishimba (Kasama),Coartem 24,5/6/09,Issuance,,,1,,1,UNREADABLE,Boxes,,0
ZNS 6.6.09 Artemethe.Lumenfantrine 24s,Kasama,Zns Chishimba (Kasama),Coartem 24,5/11/09,Issuance,,,1,,0,UNREADABLE,Boxes,,0
zns Chishima RHC 20.08.09.Artemether.Lumefantrine.12s,Kasama,Zns Chishimba (Kasama),Coartem 12,6/16/09,Receipt,,60,,,60,,,,0
zns Chishima RHC 20.08.09.Artemether.Lumefantrine.12s,Kasama,Zns Chishimba (Kasama),Coartem 12,6/16/09,Issuance,,,30,,30,,,,0
zns Chishima RHC 20.08.09.Artemether.Lumefantrine.12s,Kasama,Zns Chishimba (Kasama),Coartem 12,7/20/09,Issuance,,,30,,0,,,,0
zns Chishima RHC 20.08.09.Artemether.Lumefantrine.12s,Kasama,Zns Chishimba (Kasama),Coartem 12,7/29/09,Receipt,,150,,,150,,,,0
zns Chishima RHC 20.08.09.Artemether.Lumefantrine.12s,Kasama,Zns Chishimba (Kasama),Coartem 12,8/12/09,Adjustment,,,,30,120,UNREADABLE,,,0
zns Chishima RHC 20.08.09.Artemether.Lumefantrine.12s,Kasama,Zns Chishimba (Kasama),Coartem 12,8/14/09,Issuance,,,30,,150,,,,0
ZNS Chishimba 20.08.09.Artrmether.Lumefantrine120.20mg.18tabs,Kasama,Zns Chishimba (Kasama),Coartem 18,3/16/09,Receipt,,60,,0,60,,,,0
ZNS Chishimba 20.08.09.Artrmether.Lumefantrine120.20mg.18tabs,Kasama,Zns Chishimba (Kasama),Coartem 18,3/16/09,Issuance,,,30,,30,,,,0
ZNS Chishimba 20.08.09.Artrmether.Lumefantrine120.20mg.18tabs,Kasama,Zns Chishimba (Kasama),Coartem 18,7/30/09,Receipt,,120,,,150,,,,0
ZNS Chishimba 20.08.09.Artrmether.Lumefantrine120.20mg.18tabs,Kasama,Zns Chishimba (Kasama),Coartem 18,8/12/09,Adjustment,,,,30,180,,,,0
Zns Chishimba Artemether.Lumefantrine 120.20mg.6tabs,Kasama,Zns Chishimba (Kasama),Coartem 6,3/16/09,Receipt,,60,,,60,,,,0
Zns Chishimba Artemether.Lumefantrine 120.20mg.6tabs,Kasama,Zns Chishimba (Kasama),Coartem 6,3/16/09,Issuance,,,30,,30,,,,0
Zns Chishimba Artemether.Lumefantrine 120.20mg.6tabs,Kasama,Zns Chishimba (Kasama),Coartem 6,7/30/09,Receipt,,120,,,150,,,,0
Zns Chishimba Artemether.Lumefantrine 120.20mg.6tabs,Kasama,Zns Chishimba (Kasama),Coartem 6,7/31/09,Issuance,,,30,,120,,,,0
Zns Chishimba Artemether.Lumefantrine 120.20mg.6tabs,Kasama,Zns Chishimba (Kasama),Coartem 6,8/14/09,Issuance,,,30,,90,,,,0
ZNS Chishimba RHC.20.08.09.Artemether.Lumefantrine.1120.20mg.24tabs,Kasama,Zns Chishimba (Kasama),Coartem 24,11/14/08,Receipt,,1,,,1,,Doses,,0
ZNS Chishimba RHC.20.08.09.Artemether.Lumefantrine.1120.20mg.24tabs,Kasama,Zns Chishimba (Kasama),Coartem 24,11/14/08,Physical Count,,,,,1,,Doses,,0
ZNS Chishimba RHC.20.08.09.Artemether.Lumefantrine.1120.20mg.24tabs,Kasama,Zns Chishimba (Kasama),Coartem 24,12/25/08,Issuance,,,1,,0,,,,0
ZNS Chishimba RHC.20.08.09.Artemether.Lumefantrine.1120.20mg.24tabs,Kasama,Zns Chishimba (Kasama),Coartem 24,1/22/09,Receipt,,2,,,2,,Doses,,0
ZNS Chishimba RHC.20.08.09.Artemether.Lumefantrine.1120.20mg.24tabs,Kasama,Zns Chishimba (Kasama),Coartem 24,1/22/09,Issuance,,,1,,1,,Doses,,0
ZNS Chishimba RHC.20.08.09.Artemether.Lumefantrine.1120.20mg.24tabs,Kasama,Zns Chishimba (Kasama),Coartem 24,2/12/09,Issuance,,,1,,0,,,,0
ZNS Chishimba RHC.20.08.09.Artemether.Lumefantrine.1120.20mg.24tabs,Kasama,Zns Chishimba (Kasama),Coartem 24,2/12/09,Receipt,,4,,,4,,Doses,,0
ZNS Chishimba RHC.20.08.09.Artemether.Lumefantrine.1120.20mg.24tabs,Kasama,Zns Chishimba (Kasama),Coartem 24,4/14/09,Issuance,,,1,,3,,Doses,,0
ZNS Chishimba RHC.20.08.09.Artemether.Lumefantrine.1120.20mg.24tabs,Kasama,Zns Chishimba (Kasama),Coartem 24,4/19/09,Issuance,,,1,,2,,Doses,,0
ZNS Chishimba RHC.20.08.09.Artemether.Lumefantrine.1120.20mg.24tabs,Kasama,Zns Chishimba (Kasama),Coartem 24,5/6/09,Issuance,,,1,,1,,Doses,,0
ZNS Chishimba RHC.20.08.09.Artemether.Lumefantrine.1120.20mg.24tabs,Kasama,Zns Chishimba (Kasama),Coartem 24,5/11/09,Issuance,,,1,,0,,,,0
ZNS Chishimba RHC.20.08.09.Artemether.Lumefantrine.1120.20mg.24tabs,Kasama,Zns Chishimba (Kasama),Coartem 24,5/24/09,Receipt,,4,,,4,,Doses,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 12 Tablets,Milenge,Chibende (Milenge),Coartem 12,4/29/09,Receipt,,30,,,30,,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 12 Tablets,Milenge,Chibende (Milenge),Coartem 12,4/30/09,Physical Count,,,,,30,,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 12 Tablets,Milenge,Chibende (Milenge),Coartem 12,5/10/09,Issuance,,,30,,0,,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 12 Tablets,Milenge,Chibende (Milenge),Coartem 12,5/26/09,Receipt,,150,,,150,,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 12 Tablets,Milenge,Chibende (Milenge),Coartem 12,5/26/09,Issuance,,,120,,30,,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 12 Tablets,Milenge,Chibende (Milenge),Coartem 12,5/31/09,Physical Count,,,,,30,,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,4/29/09,Receipt,,30,,,30,,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,4/29/09,Receipt,,60,,,90,,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,4/30/09,Physical Count,,,,,90,,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,5/7/09,Issuance,,,60,,30,,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,5/22/09,Issuance,,,30,,0,,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,5/26/09,Receipt,,270,,,270,,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,5/26/09,Issuance,,,120,,150,,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,5/31/09,Physical Count,,,,,150,,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 24 Tablets,Milenge,Chibende (Milenge),Coartem 24,2009,Receipt,,30,,,30,Dates cut off,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 24 Tablets,Milenge,Chibende (Milenge),Coartem 24,2009,Physical Count,,,,,30,Dates cut off,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 24 Tablets,Milenge,Chibende (Milenge),Coartem 24,2009,Issuance,,,30,,0,Dates cut off,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 24 Tablets,Milenge,Chibende (Milenge),Coartem 24,2009,Receipt,,150,,,150,Dates cut off,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 24 Tablets,Milenge,Chibende (Milenge),Coartem 24,2009,Issuance,,,120,,30,Dates cut off,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 24 Tablets,Milenge,Chibende (Milenge),Coartem 24,2009,Physical Count,,,,,30,Dates cut off,,,0
Chibende RHC-14-06-09-Artemether.Lumefantrine 20.120mg 24 Tablets,Milenge,Chibende (Milenge),Coartem 24,2009,Issuance,,,30,,0,Dates cut off,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrie 20.120mg 6Tablets,Milenge,Chibende (Milenge),Coartem 6,9-Apr,Physical Count,,,,,0,Dates cut off,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrie 20.120mg 6Tablets,Milenge,Chibende (Milenge),Coartem 6,9-May,Issuance,,,30,,0,ARITHMETIC ERROR,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrie 20.120mg 6Tablets,Milenge,Chibende (Milenge),Coartem 6,9-May,Receipt,,180,,,180,Dates cut off,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrie 20.120mg 6Tablets,Milenge,Chibende (Milenge),Coartem 6,9-May,Issuance,,,120,,60,Dates cut off,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrie 20.120mg 6Tablets,Milenge,Chibende (Milenge),Coartem 6,9-May,Physical Count,,,,,60,Dates cut off,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 12 tablets,Milenge,Chibende (Milenge),Coartem 12,4/29/09,Receipt,,30,,,30,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 12 tablets,Milenge,Chibende (Milenge),Coartem 12,4/30/09,Physical Count,,,,,30,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 12 tablets,Milenge,Chibende (Milenge),Coartem 12,5/10/09,Issuance,,,30,,0,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 12 tablets,Milenge,Chibende (Milenge),Coartem 12,5/26/09,Receipt,,150,,,150,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 12 tablets,Milenge,Chibende (Milenge),Coartem 12,5/26/09,Issuance,,,120,,30,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 12 tablets,Milenge,Chibende (Milenge),Coartem 12,5/31/09,Physical Count,,,,,30,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 12 tablets,Milenge,Chibende (Milenge),Coartem 12,6/16/09,Receipt,,210,,,240,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,4/29/09,Receipt,,30,,,30,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,4/29/09,Receipt,,60,,,90,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,4/30/09,Physical Count,,,,,90,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,5/7/09,Issuance,,,60,,30,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,5/22/09,Issuance,,,30,,0,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,5/26/09,Receipt,,270,,,270,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,5/26/09,Issuance,,,120,,150,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,5/31/09,Physical Count,,,,,150,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,6/16/09,Receipt,,240,,,390,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 24 Tablets,Milenge,Chibende (Milenge),Coartem 24,4/29/09,Receipt,,30,,,30,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 24 Tablets,Milenge,Chibende (Milenge),Coartem 24,4/30/09,Physical Count,,,,,30,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 24 Tablets,Milenge,Chibende (Milenge),Coartem 24,5/7/09,Issuance,,,30,,0,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 24 Tablets,Milenge,Chibende (Milenge),Coartem 24,5/26/09,Receipt,,150,,,150,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 24 Tablets,Milenge,Chibende (Milenge),Coartem 24,5/26/09,Issuance,,,120,,30,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 24 Tablets,Milenge,Chibende (Milenge),Coartem 24,5/31/09,Physical Count,,,,,30,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 24 Tablets,Milenge,Chibende (Milenge),Coartem 24,6/9/09,Issuance,,,30,,0,,,,0
Chibende RHC-25-06-09-Artemether.Lumefantrine 20.120mg 24 Tablets,Milenge,Chibende (Milenge),Coartem 24,6/14/09,Receipt,,210,,,210,,,,0
Chibende RHC-26-05-09-Artemether.Lumefantrine 20.120mg 12 Tablets,Milenge,Chibende (Milenge),Coartem 12,4/29/09,Receipt,,30,,,30,,,,0
Chibende RHC-26-05-09-Artemether.Lumefantrine 20.120mg 12 Tablets,Milenge,Chibende (Milenge),Coartem 12,4/30/09,Physical Count,,,,,30,,,,0
Chibende RHC-26-05-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,4/29/09,Receipt,,30,,,30,,,,0
Chibende RHC-26-05-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,4/29/09,Receipt,,60,,,90,,,,0
Chibende RHC-26-05-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,4/30/09,Physical Count,,,,,90,,,,0
Chibende RHC-26-05-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,5/7/09,Issuance,,,60,,30,,,,0
Chibende RHC-26-05-09-Artemether.Lumefantrine 20.120mg 18 Tablets,Milenge,Chibende (Milenge),Coartem 18,5/22/09,Issuance,,,30,,0,,,,0
Chibende RHC-26-05-09-Artemether.Lumefantrine 20.120mg 6 Tablets,Milenge,Chibende (Milenge),Coartem 6,4/30/09,Physical Count,,,,,0,,,,0
Chibende RHC-26-05-09-Artemether.Lumefantrine 20.120mg 6 Tablets,Milenge,Chibende (Milenge),Coartem 6,5/5/09,Issuance,,,30,,0,ARITHMETIC ERROR,,,0
Chibende RHC-26-05-09-Artemether.Lumefantrine 20.120mg-24 Tablets,Milenge,Chibende (Milenge),Coartem 24,4/29/09,Receipt,,30,,,30,,,,0
Chibende RHC-26-05-09-Artemether.Lumefantrine 20.120mg-24 Tablets,Milenge,Chibende (Milenge),Coartem 24,4/30/09,Physical Count,,,,,30,,,,0
